Дата,Товар,Количество,Цена за единицу
2025-08-31,Набор пакетов,16,2.43
2025-09-18,Ноутбук,29,7.66
2025-07-27,Сумка,3,16.98
2025-01-11,Футболка,10,11.55
2025-07-05,Штаны,31,12.97
2025-06-21,Книга,29,11.95
2025-09-12,Очки,28,4.84
2025-11-23,Свитер,26,3.08
2025-09-08,Шорты,26,8.39
2025-01-31,Очки,12,4.26
2025-04-17,Кроссовки,21,3.96
2025-10-18,Часы,12,3.79
2025-04-26,Свитер,11,15.76
2025-06-08,Очки,8,6.3
2025-05-11,Футболка,23,3.16
2025-05-11,Кепка,3,14.29
2025-02-16,Набор пакетов,13,8.13
2025-11-23,Ложка,32,18.5
2025-11-29,Кепка,6,9.76
2025-07-01,Книга,24,8.54
2025-12-08,Ручка,8,10.16
2025-07-22,Игрушка,19,18.58
2025-03-03,Ложка,23,16.01
2025-09-01,Футболка,4,11.29
2025-01-07,Ноутбук,24,18.46
2025-06-14,Ложка,26,17.38
2025-08-02,Книга,25,14.08
2025-03-26,Кроссовки,13,11.13
2025-10-10,Ложка,20,14.63
2025-02-15,Часы,29,11.7
2025-11-23,Кроссовки,32,13.0
2025-07-12,Шорты,2,9.45
2025-03-19,Набор пакетов,25,11.24
2025-10-09,Свитер,1,18.25
2025-01-24,Футболка,11,18.96
2025-04-19,Свитер,18,9.4
2025-04-16,Штаны,20,2.21
2025-07-03,Книга,22,7.92
2025-05-05,Сумка,16,4.21
2025-11-16,Ложка,12,2.64
2025-10-21,Книга,26,10.99
2025-05-07,Ноутбук,13,17.1
2025-12-27,Планшет,24,9.46
2025-09-19,Книга,30,8.73
2025-01-26,Ноутбук,28,12.14
2025-08-21,Телефон,13,4.0
2025-05-12,Сумка,11,12.58
2025-01-24,Очки,15,10.98
2025-11-23,Набор пакетов,11,8.09
2025-09-12,Чипсы,10,13.58
2025-08-22,Сумка,33,17.46
2025-04-15,Планшет,25,6.08
2025-05-04,Кроссовки,5,6.25
2025-08-02,Свитер,31,17.26
2025-02-07,Ручка,2,1.15
2025-07-24,Штаны,33,14.77
2025-10-25,Сумка,22,2.25
2025-03-06,Ложка,23,10.11
2025-06-08,Планшет,9,3.81
2025-04-10,Игрушка,25,9.63
2025-03-06,Свитер,8,5.99
2025-09-22,Кроссовки,22,4.34
2025-10-06,Футболка,9,4.98
2025-08-16,Часы,6,12.53
2025-07-12,Футболка,4,2.25
2025-02-02,Кроссовки,31,6.06
2025-05-20,Шорты,24,1.48
2025-06-29,Планшет,28,3.56
2025-06-16,Кепка,10,11.37
2025-03-19,Очки,28,17.69
2025-07-24,Футболка,26,6.16
2025-10-19,Сумка,5,13.31
2025-09-26,Ручка,28,10.61
2025-11-09,Ложка,3,17.11
2025-02-21,Сумка,13,4.11
2025-08-16,Футболка,9,4.01
2025-04-15,Кроссовки,29,5.8
2025-06-13,Телефон,15,13.63
2025-07-24,Кепка,6,11.16
2025-03-28,Сумка,9,11.74
2025-10-12,Часы,9,10.71
2025-04-03,Ноутбук,14,4.28
2025-03-24,Набор пакетов,10,7.95
2025-02-15,Ноутбук,29,8.2
2025-12-19,Ноутбук,31,14.32
2025-12-25,Телефон,10,3.1
2025-03-17,Шорты,22,12.86
2025-01-21,Очки,23,15.87
2025-02-22,Набор пакетов,25,6.54
2025-02-22,Ручка,17,13.44
2025-07-14,Планшет,28,17.28
2025-07-02,Телефон,13,16.79
2025-12-23,Чипсы,15,13.47
2025-01-27,Штаны,17,9.78
2025-12-13,Часы,22,3.84
2025-03-06,Игрушка,22,17.65
2025-09-09,Часы,28,17.7
2025-01-20,Ложка,4,14.5
2025-10-09,Штаны,16,9.24
2025-05-02,Кепка,20,12.89
2025-03-27,Кепка,6,2.06
2025-04-19,Планшет,12,11.44
2025-11-15,Шорты,19,4.18
2025-12-14,Штаны,31,9.74
2025-03-31,Сумка,33,1.77
2025-11-11,Телефон,19,1.98
2025-11-08,Ложка,12,7.23
2025-12-08,Ноутбук,16,16.02
2025-03-02,Ноутбук,20,5.68
2025-10-24,Свитер,8,16.85
2025-12-23,Телефон,18,15.46
2025-06-13,Книга,3,3.04
2025-08-28,Сумка,29,1.58
2025-07-30,Ручка,9,17.07
2025-12-29,Очки,18,3.62
2025-08-09,Свитер,22,5.76
2025-10-31,Сумка,12,13.69
2025-10-21,Телефон,28,5.67
2025-07-24,Кепка,25,17.18
2025-08-14,Ручка,31,14.26
2025-12-13,Кроссовки,6,10.95
2025-03-27,Штаны,30,14.27
2025-12-28,Сумка,4,12.57
2025-03-29,Набор пакетов,13,17.82
2025-09-16,Книга,29,11.65
2025-11-13,Футболка,25,15.73
2025-12-25,Игрушка,29,14.56
2025-08-11,Кепка,3,6.46
2025-03-27,Ноутбук,22,11.37
2025-02-15,Ноутбук,32,9.12
2025-05-21,Планшет,2,15.4
2025-07-06,Игрушка,26,11.86
2025-12-18,Набор пакетов,7,9.56
2025-03-06,Сумка,11,8.17
2025-01-02,Телефон,3,7.54
2025-08-02,Телефон,16,14.78
2025-05-04,Ноутбук,26,1.56
2025-11-03,Книга,13,11.75
2025-01-24,Игрушка,10,2.41
2025-09-01,Ложка,21,7.8
2025-02-20,Набор пакетов,33,15.19
2025-03-20,Свитер,26,1.23
2025-08-13,Телефон,1,4.93
2025-06-09,Телефон,11,10.78
2025-06-25,Планшет,24,12.51
2025-05-13,Ноутбук,20,3.05
2025-09-14,Сумка,20,14.58
2025-03-18,Планшет,13,16.35
2025-03-09,Футболка,25,10.99
2025-12-06,Свитер,30,5.43
2025-07-22,Свитер,17,8.82
2025-12-03,Очки,33,10.12
2025-10-17,Очки,15,7.01
2025-04-26,Игрушка,19,1.11
2025-07-08,Планшет,24,14.11
2025-04-06,Свитер,10,12.31
2025-10-14,Ноутбук,27,14.76
2025-12-25,Штаны,33,13.51
2025-09-12,Ноутбук,15,5.87
2025-04-11,Телефон,19,16.55
2025-08-19,Шорты,27,2.22
2025-06-07,Набор пакетов,11,5.84
2025-01-02,Набор пакетов,17,4.28
2025-08-04,Свитер,9,9.74
2025-09-10,Кепка,27,6.26
2025-02-11,Ложка,25,1.7
2025-08-01,Кроссовки,4,3.73
2025-03-07,Шорты,33,17.47
2025-02-04,Часы,14,6.32
2025-02-04,Штаны,3,8.13
2025-06-07,Часы,10,11.47
2025-05-17,Телефон,26,16.24
2025-01-22,Свитер,28,4.26
2025-09-19,Набор пакетов,4,5.63
2025-03-31,Ноутбук,5,17.02
2025-12-29,Телефон,12,16.02
2025-07-26,Чипсы,33,6.18
2025-04-15,Кепка,30,5.3
2025-09-09,Игрушка,17,4.77
2025-11-06,Ручка,17,2.94
2025-06-01,Книга,8,2.74
2025-02-19,Кроссовки,33,1.99
2025-01-30,Сумка,14,13.4
2025-10-18,Сумка,10,11.74
2025-06-03,Кроссовки,25,17.3
2025-05-25,Кепка,5,10.4
2025-07-14,Кроссовки,17,10.13
2025-06-19,Часы,15,8.27
2025-07-26,Ложка,31,6.51
2025-03-17,Очки,31,7.71
2025-12-01,Футболка,29,12.24
2025-01-21,Кроссовки,10,13.34
2025-04-12,Кепка,10,17.26
2025-07-01,Часы,3,1.15
2025-05-06,Планшет,5,1.4
2025-03-08,Футболка,8,18.75
2025-06-09,Ручка,13,5.98
2025-07-28,Кроссовки,27,13.89
2025-06-12,Сумка,2,6.65
2025-08-05,Свитер,33,15.3
2025-02-19,Игрушка,1,16.77
2025-06-30,Ложка,29,1.67
2025-07-19,Игрушка,27,8.45
2025-01-04,Планшет,19,18.93
2025-09-08,Сумка,7,11.61
2025-02-21,Сумка,30,18.83
2025-03-24,Очки,19,9.62
2025-09-01,Планшет,26,5.71
2025-09-07,Телефон,14,17.99
2025-05-03,Ноутбук,28,4.87
2025-03-21,Свитер,23,2.29
2025-09-21,Ручка,27,10.7
2025-10-01,Ложка,6,18.78
2025-01-29,Планшет,26,11.05
2025-10-30,Часы,33,13.34
2025-05-17,Игрушка,30,10.29
2025-10-12,Сумка,10,8.34
2025-06-17,Книга,29,14.28
2025-12-16,Футболка,19,8.47
2025-11-25,Ложка,19,7.73
2025-07-13,Шорты,2,17.93
2025-05-25,Игрушка,22,1.52
2025-10-05,Часы,13,11.93
2025-11-30,Очки,16,8.03
2025-12-19,Свитер,32,11.0
2025-05-04,Книга,7,9.6
2025-10-29,Чипсы,29,18.93
2025-12-12,Очки,15,3.03
2025-05-03,Сумка,19,18.74
2025-03-15,Кепка,26,15.62
2025-01-17,Книга,24,7.48
2025-01-25,Очки,32,10.57
2025-06-17,Ручка,16,11.09
2025-10-25,Кепка,33,5.7
2025-02-13,Штаны,16,3.51
2025-10-13,Шорты,8,7.01
2025-10-12,Набор пакетов,10,7.23
2025-07-02,Кепка,4,17.55
2025-08-04,Шорты,3,10.21
2025-09-22,Ноутбук,20,18.29
2025-03-31,Ложка,19,12.47
2025-10-25,Ноутбук,20,7.33
2025-06-02,Сумка,8,1.19
2025-04-02,Футболка,16,6.22
2025-01-12,Игрушка,23,15.38
2025-03-01,Чипсы,9,17.78
2025-05-21,Кепка,29,13.99
2025-02-04,Кроссовки,13,15.88
2025-02-26,Ручка,4,5.38
2025-03-04,Игрушка,31,7.0
2025-02-11,Чипсы,5,17.13
2025-05-15,Игрушка,19,3.83
2025-08-29,Чипсы,26,9.51
2025-11-28,Штаны,17,2.2
2025-05-20,Телефон,1,7.26
2025-12-13,Шорты,20,9.78
2025-12-05,Книга,4,13.16
2025-08-17,Игрушка,17,6.85
2025-12-26,Кроссовки,7,7.21
2025-01-22,Сумка,10,7.95
2025-04-06,Сумка,16,16.44
2025-01-02,Чипсы,30,9.13
2025-03-04,Ручка,23,16.4
2025-09-05,Футболка,31,5.7
2025-09-16,Футболка,14,11.89
2025-08-28,Чипсы,23,13.83
2025-03-19,Очки,11,17.55
2025-02-23,Ложка,3,13.88
2025-04-11,Штаны,25,15.06
2025-11-14,Книга,26,8.37
2025-03-12,Часы,28,9.22
2025-01-22,Книга,18,7.82
2025-11-17,Чипсы,19,8.64
2025-08-03,Шорты,33,12.19
2025-09-21,Штаны,8,1.97
2025-01-15,Ручка,10,5.27
2025-03-21,Набор пакетов,7,3.11
2025-04-26,Шорты,11,2.08
2025-02-09,Кепка,3,17.81
2025-01-25,Шорты,28,17.61
2025-08-20,Очки,4,1.22
2025-06-18,Книга,30,14.41
2025-09-11,Свитер,16,17.97
2025-05-07,Набор пакетов,19,1.58
2025-04-25,Планшет,21,2.59
2025-05-22,Телефон,20,14.77
2025-03-21,Набор пакетов,7,5.97
2025-04-09,Кепка,18,3.15
2025-01-01,Часы,17,4.32
2025-10-16,Ложка,18,14.01
2025-01-16,Очки,3,5.88
2025-09-26,Свитер,6,18.79
2025-08-19,Ложка,33,11.04
2025-11-05,Ноутбук,22,15.03
2025-11-23,Чипсы,31,12.7
2025-08-30,Очки,10,17.35
2025-02-16,Очки,13,3.24
2025-09-03,Телефон,2,9.73
2025-11-10,Шорты,24,11.74
2025-09-28,Телефон,1,11.83
2025-05-06,Игрушка,13,18.97
2025-03-10,Ноутбук,2,7.75
2025-01-30,Футболка,3,5.01
2025-04-02,Футболка,31,15.16
2025-12-07,Сумка,19,2.28
2025-10-09,Штаны,20,7.54
2025-08-01,Футболка,27,8.44
2025-10-30,Набор пакетов,15,3.26
2025-09-06,Очки,3,17.37
2025-09-21,Набор пакетов,31,16.08
2025-01-06,Телефон,5,15.07
2025-03-22,Кроссовки,22,17.8
2025-12-20,Ложка,11,18.75
2025-06-04,Чипсы,13,18.91
2025-09-30,Книга,20,2.58
2025-10-27,Кепка,33,17.15
2025-05-20,Футболка,8,6.14
2025-12-07,Набор пакетов,32,3.54
2025-04-27,Телефон,11,6.7
2025-05-01,Очки,31,11.9
2025-01-01,Очки,24,10.94
2025-09-15,Игрушка,30,9.04
2025-06-29,Кепка,18,12.18
2025-05-06,Свитер,23,16.04
2025-09-08,Книга,22,3.56
2025-12-22,Планшет,8,14.61
2025-04-26,Планшет,17,2.89
2025-07-16,Шорты,30,9.31
2025-01-20,Ложка,11,5.25
2025-11-03,Игрушка,21,5.58
2025-02-10,Ручка,23,7.65
2025-10-04,Книга,7,7.92
2025-08-10,Часы,30,12.78
2025-09-17,Кроссовки,30,15.91
2025-12-10,Кроссовки,22,1.86
2025-11-26,Штаны,5,15.29
2025-04-18,Ручка,2,3.01
2025-11-18,Штаны,7,1.42
2025-10-19,Ложка,5,13.88
2025-05-27,Ручка,13,14.03
2025-11-23,Ручка,27,3.99
2025-02-05,Футболка,19,2.34
2025-04-28,Телефон,13,2.07
2025-05-22,Книга,5,5.77
2025-01-23,Часы,10,6.38
2025-08-18,Кепка,23,15.95
2025-07-19,Телефон,14,17.32
2025-11-10,Ложка,27,2.96
2025-04-24,Свитер,22,17.24
2025-10-23,Телефон,20,2.93
2025-05-31,Шорты,14,1.3
2025-12-21,Игрушка,15,1.99
2025-09-10,Кепка,9,6.97
2025-01-04,Шорты,1,5.73
2025-01-06,Кроссовки,8,15.92
2025-11-02,Штаны,25,3.78
2025-07-19,Сумка,26,14.45
2025-10-16,Ручка,15,11.97
2025-08-26,Игрушка,4,1.22
2025-03-01,Очки,31,6.94
2025-12-21,Ручка,4,18.07
2025-01-08,Игрушка,12,8.12
2025-07-30,Набор пакетов,23,18.97
2025-04-12,Чипсы,21,18.21
2025-04-05,Кепка,4,7.47
2025-05-29,Шорты,18,3.39
2025-03-19,Игрушка,18,7.11
2025-01-16,Шорты,26,16.32
2025-08-27,Свитер,10,8.83
2025-12-07,Свитер,3,17.71
2025-03-22,Планшет,33,9.83
2025-03-03,Штаны,19,7.37
2025-02-22,Игрушка,29,8.25
2025-02-18,Ноутбук,30,13.91
2025-09-10,Игрушка,28,1.78
2025-07-22,Ручка,8,6.7
2025-06-17,Сумка,31,12.89
2025-10-08,Ноутбук,32,16.14
2025-06-18,Часы,5,6.11
2025-05-16,Ноутбук,31,14.13
2025-06-15,Ложка,18,17.88
2025-09-29,Футболка,23,16.07
2025-09-21,Часы,9,10.24
2025-06-03,Свитер,21,9.39
2025-06-13,Ручка,21,17.03
2025-07-27,Ноутбук,29,6.43
2025-08-04,Книга,17,13.33
2025-07-30,Кепка,10,16.34
2025-12-24,Ручка,8,7.49
2025-10-04,Книга,15,12.05
2025-04-04,Ноутбук,4,5.9
2025-04-01,Шорты,26,2.44
2025-02-21,Ложка,19,11.33
2025-05-03,Чипсы,3,9.43
2025-09-26,Планшет,29,7.07
2025-10-06,Телефон,2,2.98
2025-03-16,Часы,7,4.43
2025-11-22,Кроссовки,4,13.73
2025-03-26,Ноутбук,9,17.44
2025-06-15,Набор пакетов,19,8.68
2025-10-18,Ручка,21,2.06
2025-10-19,Футболка,16,5.03
2025-05-26,Очки,25,7.24
2025-09-25,Штаны,1,5.32
2025-03-04,Кроссовки,11,12.99
2025-12-13,Футболка,31,10.5
2025-04-17,Книга,13,3.31
2025-01-26,Чипсы,11,10.55
2025-12-19,Телефон,18,15.29
2025-07-08,Футболка,20,18.83
2025-03-19,Книга,2,10.45
2025-03-14,Набор пакетов,3,12.6
2025-12-20,Чипсы,1,4.03
2025-09-05,Кроссовки,6,8.65
2025-05-30,Очки,23,9.58
2025-03-22,Футболка,27,12.11
2025-12-07,Кроссовки,18,3.84
2025-08-14,Планшет,16,13.27
2025-10-23,Книга,18,9.63
2025-06-11,Набор пакетов,16,12.19
2025-08-31,Игрушка,9,3.07
2025-06-25,Часы,31,14.67
2025-09-02,Штаны,12,5.84
2025-10-11,Футболка,20,13.08
2025-05-24,Штаны,2,1.26
2025-01-17,Футболка,11,16.23
2025-11-08,Планшет,25,5.01
2025-06-24,Игрушка,32,13.9
2025-12-17,Книга,24,1.46
2025-06-27,Книга,17,2.53
2025-07-17,Шорты,29,15.37
2025-06-18,Сумка,17,1.52
2025-02-11,Телефон,19,3.53
2025-03-28,Набор пакетов,26,13.27
2025-05-10,Футболка,7,11.96
2025-05-28,Ручка,15,10.59
2025-03-11,Чипсы,12,15.02
2025-01-14,Кепка,9,18.84
2025-03-25,Книга,4,13.9
2025-08-25,Шорты,5,5.21
2025-08-31,Планшет,33,3.21
2025-11-18,Ноутбук,12,9.15
2025-09-28,Футболка,27,13.06
2025-10-07,Часы,27,14.24
2025-12-02,Часы,23,12.44
2025-08-20,Набор пакетов,9,9.29
2025-07-04,Ноутбук,18,15.03
2025-06-21,Кроссовки,10,8.89
2025-09-10,Набор пакетов,25,14.77
2025-09-21,Часы,8,4.35
2025-02-23,Очки,8,7.85
2025-11-24,Кроссовки,12,10.31
2025-12-23,Кепка,6,8.33
2025-02-14,Кроссовки,33,17.43
2025-07-25,Чипсы,8,3.41
2025-10-14,Книга,23,9.67
2025-04-24,Сумка,12,9.5
2025-08-25,Чипсы,2,2.09
2025-07-03,Набор пакетов,8,7.92
2025-05-06,Штаны,3,16.13
2025-09-13,Ноутбук,18,9.02
2025-12-25,Набор пакетов,3,17.37
2025-05-26,Кроссовки,13,13.54
2025-02-09,Кепка,13,4.51
2025-09-15,Книга,30,11.98
2025-09-23,Штаны,1,18.32
2025-04-25,Ручка,3,9.83
2025-09-29,Набор пакетов,4,11.29
2025-06-01,Ручка,21,15.51
2025-06-08,Планшет,13,8.78
2025-05-09,Очки,20,5.56
2025-12-21,Часы,26,2.9
2025-08-14,Телефон,29,5.88
2025-11-10,Ноутбук,11,15.06
2025-06-03,Кепка,28,16.21
2025-01-16,Ноутбук,4,12.9
2025-01-13,Планшет,26,10.23
2025-04-02,Свитер,15,8.2
2025-01-24,Книга,25,4.67
2025-05-07,Шорты,20,8.96
2025-03-02,Очки,22,13.5
2025-09-27,Ложка,1,6.41
2025-01-05,Ручка,11,13.53
2025-04-01,Сумка,15,8.4
2025-10-06,Планшет,3,13.35
2025-04-22,Футболка,25,4.72
2025-10-20,Чипсы,18,1.95
2025-04-20,Шорты,12,13.2
2025-03-16,Ложка,14,5.99
2025-03-03,Книга,32,8.15
2025-10-04,Ручка,19,15.8
2025-11-25,Кепка,21,11.76
2025-06-03,Чипсы,15,3.66
2025-09-18,Сумка,5,11.87
2025-11-12,Ноутбук,12,2.03
2025-09-11,Планшет,21,18.76
2025-12-13,Часы,22,11.93
2025-12-30,Ложка,26,11.51
2025-04-21,Очки,27,9.71
2025-05-09,Планшет,32,1.58
2025-09-23,Телефон,15,15.75
2025-08-22,Телефон,32,2.03
2025-08-29,Телефон,6,6.48
2025-12-05,Шорты,24,5.09
2025-07-19,Чипсы,3,11.18
2025-07-16,Футболка,27,12.28
2025-12-03,Набор пакетов,22,13.39
2025-11-02,Чипсы,7,14.73
2025-03-04,Чипсы,20,5.91
2025-12-28,Ручка,29,17.95
2025-03-05,Штаны,23,1.75
2025-08-28,Чипсы,20,5.56
2025-01-24,Штаны,18,10.46
2025-04-29,Футболка,1,12.3
2025-06-28,Книга,19,12.84
2025-07-09,Ложка,30,8.42
2025-12-27,Чипсы,25,15.12
2025-08-29,Свитер,12,3.84
2025-01-02,Книга,25,12.79
2025-04-21,Штаны,14,17.69
2025-08-01,Шорты,32,3.85
2025-06-13,Штаны,18,8.09
2025-09-05,Планшет,15,12.47
2025-01-03,Сумка,28,2.03
2025-03-08,Ручка,30,5.59
2025-12-31,Чипсы,15,2.51
2025-03-01,Сумка,4,12.58
2025-06-04,Набор пакетов,29,14.1
2025-02-23,Сумка,4,15.01
2025-11-24,Ручка,14,16.13
2025-04-23,Свитер,18,3.73
2025-07-08,Штаны,20,5.16
2025-10-16,Очки,24,11.11
2025-04-14,Набор пакетов,1,8.6
2025-07-09,Свитер,14,17.6
2025-10-26,Ложка,29,6.63
2025-09-16,Очки,18,9.69
2025-04-06,Ручка,18,7.75
2025-10-04,Планшет,8,5.66
2025-10-07,Штаны,9,15.29
2025-08-11,Штаны,27,18.32
2025-11-25,Набор пакетов,16,18.83
2025-02-16,Книга,6,1.7
2025-07-26,Сумка,13,14.93
2025-10-06,Набор пакетов,5,11.0
2025-02-14,Игрушка,21,11.68
2025-02-09,Планшет,33,18.66
2025-08-12,Штаны,23,4.72
2025-06-09,Шорты,11,18.54
2025-01-20,Кроссовки,30,15.84
2025-01-29,Ручка,24,15.34
2025-12-28,Чипсы,28,9.13
2025-01-24,Книга,33,4.64
2025-04-20,Свитер,6,5.25
2025-03-04,Свитер,15,14.2
2025-05-11,Ложка,16,2.72
2025-06-17,Телефон,15,13.51
2025-12-10,Штаны,1,7.54
2025-09-07,Кепка,8,7.88
2025-03-05,Свитер,14,13.55
2025-08-25,Сумка,27,10.19
2025-09-25,Сумка,2,8.48
2025-09-16,Свитер,13,16.73
2025-07-09,Ложка,20,17.81
2025-09-29,Шорты,23,2.54
2025-12-09,Кроссовки,25,5.05
2025-11-25,Телефон,12,15.6
2025-11-24,Чипсы,29,12.88
2025-03-26,Часы,25,15.15
2025-06-26,Телефон,3,6.96
2025-05-21,Сумка,33,17.83
2025-01-26,Кепка,21,1.22
2025-06-29,Свитер,25,4.31
2025-08-20,Ноутбук,24,3.58
2025-08-08,Футболка,1,9.87
2025-11-17,Часы,19,12.3
2025-12-26,Ноутбук,1,9.7
2025-07-17,Чипсы,19,2.45
2025-07-30,Штаны,13,7.44
2025-01-07,Ложка,28,10.34
2025-08-31,Ложка,9,8.5
2025-11-07,Ручка,13,18.71
2025-09-09,Кроссовки,11,16.87
2025-01-04,Набор пакетов,20,14.42
2025-08-18,Очки,11,5.48
2025-01-27,Телефон,19,15.06
2025-10-18,Книга,31,4.46
2025-05-10,Набор пакетов,2,12.13
2025-02-26,Чипсы,23,18.34
2025-12-15,Игрушка,22,2.69
2025-11-21,Очки,4,1.39
2025-11-24,Чипсы,5,4.21
2025-09-06,Свитер,4,14.81
2025-04-29,Кепка,25,12.86
2025-01-28,Свитер,1,2.22
2025-02-09,Ложка,2,1.05
2025-10-13,Ложка,6,13.19
2025-04-15,Ноутбук,28,10.25
2025-05-04,Набор пакетов,23,14.18
2025-05-23,Набор пакетов,26,13.94
2025-12-29,Набор пакетов,23,14.04
2025-03-30,Набор пакетов,31,14.77
2025-05-22,Штаны,5,13.5
2025-06-22,Футболка,23,3.71
2025-05-04,Штаны,15,15.54
2025-08-27,Кепка,27,17.46
2025-06-10,Футболка,26,6.4
2025-01-01,Шорты,26,3.52
2025-12-07,Планшет,5,2.09
2025-12-17,Телефон,1,13.62
2025-05-29,Ноутбук,12,16.44
2025-11-20,Телефон,18,14.72
2025-05-02,Ноутбук,14,2.9
2025-10-28,Штаны,33,8.47
2025-12-11,Игрушка,29,6.23
2025-04-07,Чипсы,19,16.42
2025-08-04,Очки,22,11.93
2025-09-24,Книга,4,17.27
2025-08-19,Чипсы,29,8.29
2025-07-22,Футболка,3,14.9
2025-03-31,Кепка,4,5.27
